SampleID,SampleRowID,StationCode,SampleDate,SampleTime,MethodCode,GearID,GearConditionCode,SampleAltered,WeatherCode,VegetationRank,MicrocystisVisualRank,YSI Handheld #,WaterTemperature,Secchi,Too Clear For Secchi,Conductivity,SpCnd,DO,pH,Turbidity,Entered By,Checked By,UserName,AgencyCode,s_ColLineage,s_Generation,s_Lineage,DataCorrectionComments
2269,{8CE0BD75-EA49-479F-BD04-4CA840CEC4B8},YB,4/29/2005,2:05:00 PM,BSEIN,SEIN50,1,No,CLR,,,,21.60,0.18,FALSE,881,,,,,ch,ch,chogle,,,0,,
2270,{152CB970-B942-4D87-8C70-ED96CA9F659F},YB,6/8/2005,3:00:00 PM,BSEIN,SEIN50,1,No,CLD,,,,21.10,0.14,FALSE,420,,,,,ch,ch,chogle,,,0,,
2271,{87722BDF-289F-45CC-B749-95FA304829C5},PCS,10/7/2005,11:48:00 AM,FKTR,FKTR,1,No,CLR,,,,20.30,,FALSE,639,,,,,bh,mv,sgregory,,,0,,
2272,{CD01A161-8671-4484-98FD-02DF45349F17},PCS,10/11/2005,11:46:00 AM,FKTR,FKTR,1,No,CLR,,,,19.00,0.2,FALSE,605,,,,,bh,mv,bharrell,,,0,,
2273,{91A0C958-F97D-4FCF-B3D0-4278763A6AB0},PCS,10/14/2005,12:38:00 PM,FKTR,FKTR,1,No,CLR,,,,20.40,0.2,FALSE,660,,,,,bh,mv,Admin,,,0,,
2274,{863C9C94-C74A-47EE-BC68-531BDEAD761E},PCS,10/18/2005,9:28:00 AM,FKTR,FKTR,1,No,CLR,,,,17.30,0.2,FALSE,649,,,,,bh,mv,sgregory,,,0,,
2275,{CD2BB4B5-7DAE-424F-879C-85FE6FA0EA0B},PCS,10/19/2005,10:40:00 AM,FKTR,FKTR,1,No,CLD,,,,17.60,0.22,FALSE,631,,,,,bh,mv,sgregory,,,0,,
2276,{85278563-1C6B-4978-9CEE-3590E617B72D},PCS,10/21/2005,10:30:00 AM,FKTR,FKTR,1,No,CLR,,,,17.30,0.23,FALSE,528,,,,,bh,mv,sgregory,,,0,,
2277,{68ED1790-971C-4C87-96B5-562243AA1C80},PCS,10/24/2005,10:15:00 AM,FKTR,FKTR,1,No,CLR,,,,17.40,0.21,FALSE,647,,,,,bh,mv,sgregory,,,0,,
2278,{93F304A8-850B-48D3-8050-36995AC82EBB},PCS,10/26/2005,9:45:00 AM,FKTR,FKTR,1,No,CLD,,,,17.10,0.28,FALSE,658,,,,,bh,mv,sgregory,,,0,,
2279,{84B90EB1-1712-448D-8293-51BB95394B84},PCS,10/28/2005,9:55:00 AM,FKTR,FKTR,1,No,CLD,,,,16.20,0.15,FALSE,708,,,,,bh,mv,sgregory,,,0,,
2280,{F671593A-3AF4-419A-90B4-D42FCFA66148},PCS,10/31/2005,11:11:00 AM,FKTR,FKTR,1,No,CLR,,,,16.50,0.19,FALSE,690,,,,,bh,mv,bharrell,,,0,,
2281,{5E0EB2B5-C115-4EB2-B208-4BA2707BBDDD},PCS,11/2/2005,10:15:00 AM,FKTR,FKTR,1,No,CLD,,,,15.60,0.17,FALSE,658,,,,,bh,mv,sgregory,,,0,,
2282,{E60BA096-2F71-4E7A-A5F9-F66F4760764E},PCS,11/4/2005,9:55:00 AM,FKTR,FKTR,1,No,CLR,,,,15.20,0.27,FALSE,660,,,,,bh,mv,sgregory,,,0,,
2283,{80AC3D63-EE65-4953-9643-AC6EBCD4DF4D},PCS,11/7/2005,10:05:00 AM,FKTR,FKTR,1,No,CLD,,,,14.90,0.21,FALSE,615,,,,,bh,mv,sgregory,,,0,,
2284,{48C50CB0-DBD9-4429-8136-CADD5BED5F58},PCS,11/11/2005,11:14:00 AM,FKTR,FKTR,1,No,CLR,,,,15.50,0.25,FALSE,638,,,,,bh,mv,Admin,,,0,,
2285,{103526FD-7F1C-4C7F-BBFD-3E73A8CA71FD},PCS,11/14/2005,12:20:00 PM,FKTR,FKTR,1,No,CLR,,,,15.70,0.18,FALSE,633,,,,,bh,mv,sgregory,,,0,,
2286,{EEA7AC1E-1316-410D-AD2C-81316366FB59},PCS,11/16/2005,12:10:00 PM,FKTR,FKTR,1,No,CLR,,,,14.90,0.17,FALSE,626,,,,,bh,mv,bharrell,,,0,,
2287,{1F07E3AC-A5E0-484D-920E-9AF0AEFC7E03},PCS,11/18/2005,11:22:00 AM,FKTR,FKTR,1,No,CLR,,,,13.70,0.2,FALSE,601,,,,,bh,mv,bharrell,,,0,,
2288,{F0134916-0DB9-4CDA-BAEA-81570DA95ECC},BL4,12/29/2005,11:18:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.50,,FALSE,150,,,,,sg,mv,sgregory,,,0,,
2289,{5F83C1CA-1B7B-45C0-9DCB-99CA35FE0EF6},LI,12/29/2005,11:52:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.50,,FALSE,144,,,,,sg,mv,sgregory,,,0,,
2290,{95DAF685-6E74-47EA-BB5B-00ABA0BACF19},FW1,12/29/2005,1:48:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.10,,FALSE,162,,,,,sg,mv,sgregory,,,0,,
2291,{24C25628-8045-4568-B111-68FE8B34C689},LI,1/3/2006,2:30:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.50,0.13,FALSE,73,,,,,sg,mv,sgregory,,,0,,
2292,{0B1681F0-12F3-448A-AF62-6F5EC418E0ED},BL4,1/3/2006,1:30:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.20,0.2,FALSE,71,,,,,sg,mv,sgregory,,,0,,
2293,{0FD5F6B8-CAC8-4316-99D7-226E05A353D8},YB,1/4/2006,9:14:00 AM,BSEIN,SEIN50,1,No,CLD,,,,9.30,0.07,FALSE,169,,,,,sg,mv,sgregory,,,0,,
2294,{AAF24C1F-3630-4921-BF11-26BD390FEDC4},FW1,1/4/2006,11:32:00 AM,BSEIN,SEIN50,1,No,CLR,,,,10.80,0.26,FALSE,71,,,,,sg,mv,sgregory,,,0,,
2295,{0D828801-9CA1-4D52-A241-3B49DDDB2E18},AL1,1/4/2006,10:55:00 AM,BSEIN,SEIN50,1,No,CLR,,,,9.60,0.19,FALSE,73,,,,,sg,mv,kpierce,,,0,,
2296,{FC78AC8B-B3B5-41C1-A2E3-101A1B580F11},BL4,1/6/2006,1:28:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.70,0.42,FALSE,78,,,,,sg,mv,sgregory,,,0,,
2297,{C43FFF4C-2604-4515-8C2F-C5D336259110},BL4,1/11/2006,10:31:00 AM,BSEIN,SEIN50,1,No,CLD,,,,10.70,0.17,FALSE,127,,,,,sg,mv,Admin,,,0,,
2298,{A80066AF-CE27-4F66-9C72-5390B2AA86D6},LI,1/11/2006,11:14:00 AM,BSEIN,SEIN50,1,No,CLD,,,,10.70,0.17,FALSE,133,,,,,sg,mv,sgregory,,,0,,
2299,{51A1F092-349F-49B7-90CD-D15B834D208B},YB,1/11/2006,12:01:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.90,0.14,FALSE,429,,,,,sg,mv,sgregory,,,0,,
2300,{60F9C48E-0B5E-43B3-B0A2-A0A71D211D5F},AL1,1/11/2006,1:40:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.90,0.16,FALSE,137,,,,,sg,mv,kpierce,,,0,,
2301,{8099E5D4-1954-4ADF-8EA1-735E3546A708},FW1,1/11/2006,2:45:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.80,0.17,FALSE,127,,,,,sg,mv,sgregory,,,0,,
2302,{B356B03B-A337-48AC-8433-975300154861},BL4,1/17/2006,10:28:00 AM,BSEIN,SEIN50,1,No,CLD,,,,10.00,0.21,FALSE,137,,,,,sg,mv,sgregory,,,0,,
2303,{72EF6EA5-8514-4ED4-BCE5-5183764CF29D},LIHF,1/17/2006,11:15:00 AM,BSEIN,SEIN50,1,No,CLR,,,,10.50,0.29,FALSE,148,,,,,sg,mv,sgregory,,,0,,
2304,{48277F66-ED53-4344-85BA-F618BC7C3BAB},FW1,1/18/2006,10:00:00 AM,BSEIN,SEIN50,2,No,CLR,,,,9.60,0.17,FALSE,117,,,,,sg,mv,sgregory,,,0,,
2305,{29C63BD5-4E30-4974-8B2E-117AB39D094F},AL1,1/18/2006,10:50:00 AM,BSEIN,SEIN50,1,No,CLR,,,,9.70,0.26,FALSE,117,,,,,sg,mv,kpierce,,,0,,
2306,{DBDA81DC-4875-4101-979D-02965EDFDC7F},YB,1/18/2006,11:45:00 AM,BSEIN,SEIN50,1,No,CLR,,,,11.30,0.15,FALSE,318,,,,,sg,mv,sgregory,,,0,,
2307,{F6FF7B40-88A5-4016-9D56-3FE24662F3C6},BL4,9/29/2009,12:10:00 PM,BSEIN,SEIN50,1,No,CLD,,,,21.20,0.17,FALSE,884,,8.48,8.00,,,,jamartin,,,0,,
2308,{2664A417-615B-4548-B50C-402E46653FCE},BL4,1/23/2006,10:41:00 AM,BSEIN,SEIN50,1,No,CLR,,,,9.10,0.18,FALSE,228,,,,,sg,mv,sgregory,,,0,,
2309,{A407F284-77F2-47FA-9F7E-51D7A0A849C0},LIHF,1/23/2006,11:20:00 AM,BSEIN,SEIN50,1,No,CLR,,,,9.90,0.2,FALSE,290,,,,,sg,mv,sgregory,,,0,,
2310,{88F6F80A-2029-4599-9A07-9BFEC459F330},YB,1/23/2006,12:50:00 PM,BSEIN,SEIN50,1,No,CLR,,,,12.30,0.15,FALSE,551,,,,,sg,mv,sgregory,,,0,,
2311,{8AE93281-9DD3-4385-AF78-04844D29B8DA},AL1,1/23/2006,1:35:00 PM,BSEIN,SEIN50,2,No,CLR,,,,9.50,0.12,FALSE,402,,,,,sg,mv,kpierce,,,0,,
2312,{9800A0B7-A9AE-4974-A99E-75410588A758},FW1,1/23/2006,2:15:00 PM,BSEIN,SEIN50,2,No,CLR,,,,12.50,0.19,FALSE,153,,,,,sg,mv,sgregory,,,0,,
2313,{52559BB2-74C2-4B20-B7E0-4161478AB57A},FW1,1/31/2006,1:40:00 PM,BSEIN,SEIN50,2,No,CLD,,,,11.50,0.18,FALSE,268,,,,,sg,mv,sgregory,,,0,,
2314,{67A43A0C-06B4-4604-A418-673DD7041360},LIHF,1/31/2006,11:40:00 AM,BSEIN,SEIN50,2,No,CLD,,,,11.70,0.23,FALSE,403,,,,,sg,mv,Admin,,,0,,
2315,{24FEFC9E-5E80-4211-B3E4-12E0CCD330E8},FW1,2/14/2006,1:26:00 PM,BSEIN,SEIN50,1,No,CLR,,,,15.10,0.13,FALSE,179,,,,,sg,mv,Admin,,,0,,
2316,{22F07596-9429-4D1D-88B9-EFC3CEABD6D7},LI,2/14/2006,11:25:00 AM,BSEIN,SEIN50,2,No,CLR,,,,14.70,0.22,FALSE,437,,,,,sg,mv,sgregory,,,0,,
2317,{DB138F6A-9CB9-4B22-822D-65628383F8BF},PCS,11/28/2005,11:30:00 AM,FKTR,FKTR,2,No,RAN,,,,11.10,0.27,FALSE,614,,,,,sdg,mv,sgregory,,,0,,
2318,{EC35EE1A-AF36-40BA-B7AC-8D1278850981},PCS,12/13/2005,10:04:00 AM,FKTR,FKTR,1,No,CLR,,,,9.00,0.24,FALSE,500,,,,,sg,mv,sgregory,,,0,,
2319,{00DE6266-69B2-45FC-B2E1-78F4DDD6C19F},PCS,12/14/2005,10:15:00 AM,FKTR,FKTR,1,No,FOG,,,,8.70,0.24,FALSE,506,,,,,sg,mv,sgregory,,,0,,
2320,{281D1AA6-98AB-4B6F-89A4-B6A07C96F58D},PCS,12/16/2005,9:30:00 AM,FKTR,FKTR,1,No,FOG,,,,8.20,0.31,FALSE,506,,,,,sg,mv,sgregory,,,0,,
2321,{D0A6BFD9-5B33-4D36-ABF6-2C58219B0E72},PCS,11/30/2005,11:45:00 AM,FKTR,FKTR,1,No,CLD,,,,9.80,0.28,FALSE,595,,,,,sg,mv,sgregory,,,0,,
2322,{30C9BF73-9480-43AA-ADFA-0F2E457003E2},PCS,12/2/2005,10:37:00 AM,FKTR,FKTR,1,No,CLR,,,,10.70,0.24,FALSE,592,,,,,sg,mv,sgregory,,,0,,
2323,{5D22339A-A15D-46F8-92B2-AC3DBEB8B142},PCS,12/5/2005,11:57:00 AM,FKTR,FKTR,1,No,CLR,,,,9.20,0.2,FALSE,558,,,,,sg,mv,sgregory,,,0,,
2324,{88A631C2-7726-4C4D-B851-4587DF1A0BAF},PCS,12/9/2005,10:30:00 AM,FKTR,FKTR,,No,,,,,,,FALSE,,,,,,sg,mv,sgregory,,,0,,
2325,{1055622E-B759-4A96-A706-6CC22DB0570F},PCS,12/19/2005,10:40:00 AM,FKTR,FKTR,1,No,CLD,,,,9.90,0.22,FALSE,348,,,,,sg,mv,sgregory,,,0,,
2326,{F5CAF42F-5832-4287-8290-5B9BD055215F},PCS,12/21/2005,10:25:00 AM,FKTR,FKTR,1,No,CLD,,,,10.80,0.14,FALSE,489,,,,,sg,mv,sgregory,,,0,,
2327,{5399268B-7194-4C75-B12A-BA1BB2A46499},PCS,12/23/2005,10:30:00 AM,FKTR,FKTR,1,No,CLD,,,,12.80,0.13,FALSE,418,,,,,sg,mv,sgregory,,,0,,
2328,{E13A53B9-C326-4482-B9E4-149AAED51A7C},STTD,1/13/2006,11:08:00 AM,RSTR,RSTR8,1,No,CLD,,,,10.60,0.18,FALSE,143,,,,,sg,mv,bhale,,,0,,
2329,{D44259F2-0018-43A3-A5DA-8C8B414ED053},YB,9/29/2009,9:45:00 AM,BSEIN,SEIN50,1,No,CLD,,,,19.10,0.13,FALSE,936,,4.51,7.75,,,,jamartin,,,0,,
2330,{EDAA8CB6-5E8E-45C3-8951-8EB776B514AC},PCS,1/25/2006,12:47:00 PM,FKTR,FKTR,1,No,CLD,,,,10.60,0.17,FALSE,377,,,,,sg,mv,sgregory,,,0,,
2331,{02D09892-5166-48E3-BFA6-1E1DD65DEEBD},PCS,11/23/2005,9:32:00 AM,FKTR,FKTR,1,No,CLR,,,,10.90,0.21,FALSE,501,,,,,sg,mv,sgregory,,,0,,
2332,{27C7488C-E8E3-4A41-956F-8D4199A59577},PCS,11/21/2005,10:05:00 AM,FKTR,FKTR,1,No,CLR,,,,11.90,0.21,FALSE,546,,,,,sg,mv,sgregory,,,0,,
2333,{621D00F2-B8C7-446B-B3DA-03436EB9DCE1},PCS,1/18/2006,2:40:00 PM,FKTR,FKTR,1,No,CLR,,,,11.20,0.18,FALSE,125,,,,,sg,mv,sgregory,,,0,,
2334,{7FC99917-C38B-4419-9E21-E74F164E07BA},STTD,1/20/2006,10:47:00 AM,RSTR,RSTR8,1,No,FOG,,,,9.30,0.29,FALSE,124,,,,,sg,mv,sgregory,,,0,,
2335,{89AEDDBB-5A81-4BA4-8A67-2B372352D2E2},,,,,,,No,,,,,,,FALSE,,,,,,,,bhale,,,0,,
2336,{FF36B920-6D02-4203-843D-A10646C2A928},PCS,1/24/2006,9:30:00 AM,FKTR,FKTR,1,No,CLR,,,,9.00,0.18,FALSE,301,,,,,sg,mv,sgregory,,,0,,
2337,{19EE38E5-815F-4F6A-BC49-F1F30B54C09D},PCS,2/6/2006,12:11:00 PM,FKTR,FKTR,1,No,CLR,,,,12.70,0.17,FALSE,288,,,,,sg,mv,sgregory,,,0,,
2338,{782D393C-4B1A-4FDA-B1DA-BF3386C002C2},PCS,2/3/2006,11:50:00 AM,FKTR,FKTR,1,No,CLR,,,,13.80,0.22,FALSE,417,,,,,sg,mv,sgregory,,,0,,
2339,{BFB29925-4A65-418A-926B-524A19463DC8},PCS,2/1/2006,10:45:00 AM,FKTR,FKTR,1,No,CLD,,,,11.30,0.18,FALSE,427,,,,,sg,mv,sgregory,,,0,,
2340,{2C9BC642-46E3-4035-BFD6-84D9A3614A29},PCS,1/30/2006,10:50:00 AM,FKTR,FKTR,1,No,CLD,,,,12.50,0.18,FALSE,399,,,,,sg,mv,sgregory,,,0,,
2341,{86C9CDC5-5235-4053-B264-66E227083279},PCS,1/27/2006,11:08:00 AM,FKTR,FKTR,1,No,CLD,,,,10.40,0.21,FALSE,395,,,,,sg,mv,sgregory,,,0,,
2342,{A2F651BE-2211-4B15-9569-57BC883CC058},PCS,2/8/2006,11:43:00 AM,FKTR,FKTR,1,No,CLR,,,,12.30,0.19,FALSE,138,,,,,sg,mv,sgregory,,,0,,
2343,{2FF27133-33A8-43FF-9254-969FEDE675E7},PCS,2/10/2006,9:45:00 AM,FKTR,FKTR,1,No,CLR,,,,11.50,0.28,FALSE,548,,,,,sg,mv,sgregory,,,0,,
2344,{55DC3FC6-15E3-4BDC-BCBC-AB1A531D634A},PCS,2/15/2006,11:34:00 AM,FKTR,FKTR,1,No,CLR,,,,12.80,0.17,FALSE,479,,,,,sg,mv,sgregory,,,0,,
2345,{8FF35B8C-5C4D-40A3-90F5-D01F549237F0},PCS,2/14/2006,10:46:00 AM,FKTR,FKTR,1,No,CLR,,,,14.80,0.07,FALSE,436,,,,,sg,mv,sgregory,,,0,,
2346,{B30B84FF-3B51-4B8E-927B-FE9B56C5760C},STTD,1/12/2006,11:35:00 AM,RSTR,RSTR8,1,No,,,,,,,FALSE,,,,,,sg,mv,sgregory,,,0,,
2347,{194A9297-C412-474F-8D3C-D53771AF271D},STTD,1/17/2006,10:20:00 AM,RSTR,RSTR8,1,No,CLD,,,,11.40,0.19,FALSE,117,,,,,sg,mv,sgregory,,,0,,
2348,{953E9BA6-28D2-4851-968A-BEF47B6BE408},STTD,1/18/2006,1:37:00 PM,RSTR,RSTR8,2,No,CLR,,,,10.40,0.21,FALSE,122,,,,,sg,mv,sgregory,,,0,,
2349,{C5B66B0E-9E2A-4FB4-836D-37D0E0D9F630},STTD,1/25/2006,11:05:00 AM,RSTR,RSTR8,1,No,FOG,,,,9.50,0.17,FALSE,345,,,,,sg,mv,Admin,,,0,,
2350,{C62AD450-0B8C-4A1F-ABBF-507EC2D48F8D},LI,9/29/2009,1:00:00 PM,BSEIN,SEIN50,1,No,CLD,,,,20.50,0.23,FALSE,863,,7.63,7.88,,,,jamartin,,,0,,
2351,{804B0F8B-7B0E-49FA-BE6F-B3E7FD140942},STTD,1/19/2006,1:32:00 PM,RSTR,RSTR8,1,No,CLR,,,,9.70,0.17,FALSE,120,,,,,sg,mv,Admin,,,0,,
2352,{B35F1A5F-88AD-41D5-AA9B-EEA94E26A2B4},STTD,1/23/2006,10:07:00 AM,RSTR,RSTR8,1,No,CLR,,,,8.90,0.15,FALSE,224,,,,,sg,mv,sgregory,,,0,,
2353,{790F1C1F-BF4C-4351-9D4B-BF18BC10CA64},STTD,1/24/2006,10:40:00 AM,RSTR,RSTR8,1,No,FOG,,,,9.00,0.18,FALSE,298,,,,,sg,mv,sgregory,,,0,,
2354,{74DA5E2F-8B84-4A5D-96D2-71149A67DE42},STTD,2/6/2006,10:52:00 AM,RSTR,RSTR8,1,No,CLR,,,,11.50,0.17,FALSE,365,,,,,sg,mv,sgregory,,,0,,
2355,{46A20B5B-A1EA-441F-9D64-5F95A60B472E},STTD,2/3/2006,10:17:00 AM,RSTR,RSTR8,1,No,CLD,,,,13.10,0.23,FALSE,405,,,,,sg,mv,Admin,,,0,,
2356,{0891DF76-EB9C-43B1-B446-0CE42B1C3A00},STTD,2/1/2006,11:50:00 AM,RSTR,RSTR8,1,No,CLD,,,,11.20,0.22,FALSE,400,,,,,sg,mv,sgregory,,,0,,
2357,{9EA4DE50-0045-4C48-ADC2-C70D44ACA20E},STTD,1/31/2006,10:15:00 AM,RSTR,RSTR8,1,No,CLD,,,,10.60,0.17,FALSE,389,,,,,sg,mv,sgregory,,,0,,
2358,{BEA0AAD2-0F46-4FB4-A2E9-B6EB21E66662},STTD,1/30/2006,9:55:00 AM,RSTR,RSTR8,1,No,CLD,,,,11.40,0.22,FALSE,389,,,,,sg,mv,sgregory,,,0,,
2359,{C35CDEC4-3C5B-45B7-93A9-B7A39B92E805},STTD,1/26/2006,12:32:00 PM,RSTR,RSTR8,1,No,CLR,,,,10.20,0.16,FALSE,362,,,,,sg,mv,sgregory,,,0,,
2360,{12A75382-7C3E-4208-A84E-152700AC155D},STTD,1/27/2006,9:42:00 AM,RSTR,RSTR8,1,No,CLD,,,,10.00,0.17,FALSE,376,,,,,sg,mv,sgregory,,,0,,
2361,{49D87553-E38D-4E18-B3DD-3C3D9A62C720},STTD,2/8/2006,10:15:00 AM,RSTR,RSTR8,3,No,CLR,,,,12.50,0.19,FALSE,177,,,,,sg,mv,sgregory,,,0,,
2362,{F64D56FB-787D-4FF3-83B7-31E0C44E520E},STTD,2/15/2006,9:45:00 AM,RSTR,RSTR8,1,No,CLR,,,,12.20,0.22,FALSE,427,,,,,sg,mv,sgregory,,,0,,
2363,{9F563C3D-7B1A-4A5A-A081-632BA2B30A5A},STTD,2/14/2006,9:59:00 AM,RSTR,RSTR8,1,No,CLR,,,,14.20,0.19,FALSE,368,,,,,sg,mv,sgregory,,,0,,
2364,{5F44915B-1AEA-45C3-B30F-C87F76F88516},PCS,2/17/2006,10:09:00 AM,FKTR,FKTR,1,No,CLD,,,,11.00,0.28,FALSE,501,,,,,sg,mv,sgregory,,,0,,
2365,{5CEA91DE-4A75-4DBC-A94A-0C15E4EA7BD7},STTD,2/17/2006,11:02:00 AM,RSTR,RSTR8,1,No,CLD,,,,10.90,0.24,FALSE,484,,,,,sg,mv,sgregory,,,0,,
2366,{50123044-B6EC-4AD9-91CE-AAEE02A1E9DD},BL4,3/3/2006,9:37:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.70,0.06,FALSE,314,,,,,sg,mv,sgregory,,,0,,
2367,{9B9254E8-1290-4E05-984E-32DA17CB1CF3},LI,3/3/2006,10:10:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.90,0.06,FALSE,183,,,,,sg,mv,sgregory,,,0,,
2368,{5763322D-70A7-4AB2-BA03-225FB280EFA6},YB,3/3/2006,11:11:00 AM,BSEIN,SEIN50,1,No,CLD,,,,12.80,0.12,FALSE,545,,,,,sg,mv,Admin,,,0,,
2369,{28FFA2C8-112D-4915-87DA-EA6B3902F056},PCS,2/21/2006,12:10:00 PM,FKTR,FKTR,1,No,CLR,,,,11.40,0.24,FALSE,523,,,,,sg,mv,sgregory,,,0,,
2370,{80AD9814-6669-4FFE-912E-8A2D5EBCB135},PCS,11/30/2009,10:00:00 AM,FKTR,FKTR,1,No,CLR,,,,9.50,0.29,FALSE,452,,8.68,7.37,,,,kpierce,,,0,,
2371,{11D9D2EC-8523-4AA7-899A-074CB0A17EB5},PCS,2/22/2006,10:39:00 AM,FKTR,FKTR,2,No,CLR,,,,11.20,0.28,FALSE,554,,,,,sg,mv,sgregory,,,0,,
2372,{0317FC35-EF00-4D46-9031-E93E47462719},STTD,2/21/2006,10:24:00 AM,RSTR,RSTR8,1,No,CLR,,,,9.90,0.2,FALSE,516,,,,,sg,mv,sgregory,,,0,,
2373,{D21C4B26-DD9B-4869-9207-0AF3495828DA},STTD,2/22/2006,11:12:00 AM,RSTR,RSTR8,1,No,CLR,,,,11.10,0.27,FALSE,539,,,,,sg,mv,sgregory,,,0,,
2374,{643FF505-F2BB-47CE-9DE3-A69D50E24A81},AL1,3/3/2006,11:58:00 AM,BSEIN,SEIN50,1,No,CLD,,,,12.00,0.14,FALSE,156,,,,,sg,mv,kpierce,,,0,,
2375,{9994190E-4F4E-4394-9DE7-94C9A09308B9},FW1,3/8/2006,2:30:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.00,0.28,FALSE,104,,,,,sg,mv,sgregory,,,0,,
2376,{02156809-C0AD-4F35-88C6-0C642C085081},AL1,3/8/2006,2:00:00 PM,BSEIN,SEIN50,2,No,CLD,,,,12.20,0.22,FALSE,120,,,,,sg,mv,kpierce,,,0,,
2377,{43627DA0-249A-45E9-8037-6534099AFC93},YB,3/8/2006,12:58:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.50,0.08,FALSE,284,,,,,sg,mv,sgregory,,,0,,
2378,{8CC639E3-52BD-4BA6-8723-2EE231201C0D},BL4,3/8/2006,11:58:00 AM,BSEIN,SEIN50,1,No,CLD,,,,11.30,0.2,FALSE,142,,,,,sg,mv,sgregory,,,0,,
2379,{570A7599-FCE5-4790-99D4-FE2B68B8D1CB},LIHF,3/8/2006,12:19:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.20,0.21,FALSE,126,,,,,sg,mv,sgregory,,,0,,
2380,{7A309363-8A96-4254-AC45-B0C31B14E7BC},BL4,3/13/2006,9:58:00 AM,BSEIN,SEIN50,1,No,CLD,,,,9.80,0.2,FALSE,142,,,,,sg,mv,sgregory,,,0,,
2381,{C3C72FF7-F96F-4A01-AA2D-179CFAD28742},LIHF,3/13/2006,11:30:00 AM,BSEIN,SEIN50,1,No,CLD,,,,10.40,0.23,FALSE,161,,,,,sg,mv,sgregory,,,0,,
2382,{FB7993FB-7876-4535-9061-714EBCAE23B3},FW1,3/13/2006,2:15:00 PM,BSEIN,SEIN50,1,No,CLD,,,,11.50,0.2,FALSE,130,,,,,sg,mv,sgregory,,,0,,
2383,{77593044-17CF-4932-A67F-2CF90A51F1F6},AL1,3/13/2006,1:44:00 PM,BSEIN,SEIN50,1,No,CLD,,,,10.40,0.23,FALSE,138,,,,,sg,mv,kpierce,,,0,,
2384,{AF64DAA8-7197-4EE7-A97D-6F388D5ECA9C},YB,3/13/2006,12:47:00 PM,BSEIN,SEIN50,1,No,CLD,,,,11.50,0.2,FALSE,381,,,,,sg,mv,sgregory,,,0,,
2385,{53877B0D-F5B8-4EE8-AD2E-92C92DC53F29},BL4,3/21/2006,1:00:00 PM,BSEIN,SEIN50,1,No,CLD,,,,11.70,0.2,FALSE,181,,,,,sg,mv,sgregory,,,0,,
2386,{B19550DC-E035-4CA9-B327-5B0A998AE86D},AL3,3/21/2006,12:18:00 PM,BSEIN,SEIN50,1,No,CLR,,,,11.70,0.22,FALSE,187,,,,,sg,mv,sgregory,,,0,,
2387,{6C82A9EA-F84E-44D3-A5B7-2777261D3B4B},YB,3/21/2006,11:21:00 AM,BSEIN,SEIN50,1,No,CLD,,,,12.80,0.25,FALSE,622,,,,,sg,mv,sgregory,,,0,,
2388,{2F912B9B-21E4-4A7D-A283-763422B741FD},AL1,3/21/2006,10:37:00 AM,BSEIN,SEIN50,1,No,CLR,,,,10.40,0.25,FALSE,144,,,,,sg,mv,kpierce,,,0,,
2389,{BDE563A7-EEC6-4A4E-9E93-DD739641068A},FW1,3/21/2006,9:35:00 AM,BSEIN,SEIN50,1,No,CLR,,,,10.80,0.34,FALSE,126,,,,,sg,op,sgregory,,,0,,
2390,{7DB7DE2D-1DE5-4E89-86F0-F596DCDDB713},FW1,3/3/2006,12:28:00 PM,BSEIN,SEIN50,1,No,CLD,,,,12.80,0.13,FALSE,136,,,,,sg,mv,sgregory,,,0,,
2391,{8ADAF7A9-26B4-4BEF-A39C-F3F7AD90B2A0},FW1,2/23/2006,3:00:00 PM,BSEIN,SEIN50,1,No,CLR,,,,14.20,0.1,FALSE,357,,,,,eb,mv,sgregory,,,0,,
2392,{FA5C14C4-1648-4DFD-B147-3D94F051F8CB},STTD,3/16/2006,9:28:00 AM,RSTR,RSTR8,1,No,CLD,,,,10.80,0.21,FALSE,141,,,,,sg,mv,sgregory,,,0,,
2393,{7EE2B6FD-8EBB-4EA1-A260-8F9A010B5E64},PCS,3/20/2006,1:25:00 PM,FKTR,FKTR,1,No,CLD,,,,11.10,0.2,FALSE,163,,,,,sg,mv,sgregory,,,0,,
2394,{01013531-B19A-4415-A785-6912EFE271FA},,,,,,,No,,,,,,,FALSE,,,,,,,,bhale,,,0,,
